
                        BEAST v2.6.7, 2002-2022
             Bayesian Evolutionary Analysis Sampling Trees
                       Designed and developed by
 Remco Bouckaert, Alexei J. Drummond, Andrew Rambaut & Marc A. Suchard
                                    
                   Centre for Computational Evolution
                         University of Auckland
                       r.bouckaert@auckland.ac.nz
                        alexei@cs.auckland.ac.nz
                                    
                   Institute of Evolutionary Biology
                        University of Edinburgh
                           a.rambaut@ed.ac.uk
                                    
                    David Geffen School of Medicine
                 University of California, Los Angeles
                           msuchard@ucla.edu
                                    
                      Downloads, Help & Resources:
                           http://beast2.org/
                                    
  Source code distributed under the GNU Lesser General Public License:
                   http://github.com/CompEvol/beast2
                                    
                           BEAST developers:
   Alex Alekseyenko, Trevor Bedford, Erik Bloomquist, Joseph Heled, 
 Sebastian Hoehna, Denise Kuehnert, Philippe Lemey, Wai Lok Sibon Li, 
Gerton Lunter, Sidney Markowitz, Vladimir Minin, Michael Defoin Platel, 
          Oliver Pybus, Tim Vaughan, Chieh-Hsi Wu, Walter Xie
                                    
                               Thanks to:
          Roald Forsberg, Beth Shapiro and Korbinian Strimmer

Writing state to file Local_Example_Generic_no_initial_tree/2026-04-15_10-49-04/beast_outputs/run-with-seed-473831.state
Random number seed: 473831

Alignment(2023-03-01 56 WGS D8)
  52 taxa
  15894 sites
  166 patterns

PP_004FFJG.1 = 2024.1010928961748 (0.685678506375325)
PP_004FFKE.1 = 2024.1120218579235 (0.674749544626593)
PP_004FFLC.1 = 2024.122950819672 (0.6638205828780883)
PP_004FFMA.1 = 2024.1584699453551 (0.6283014571949934)
PP_004FFN8.1 = 2024.1612021857923 (0.6255692167578673)
PP_004FFP6.1 = 2024.1803278688524 (0.6064435336977567)
PP_004FFQ4.1 = 2024.1911429872496 (0.5956284153005527)
PP_004FFR2.1 = 2024.1911429872496 (0.5956284153005527)
PP_004FFS0.1 = 2024.1966074681238 (0.5901639344263003)
PP_004FFTY.1 = 2024.2239298724955 (0.5628415300545839)
42 more...
  Using BEAGLE version: 4.0.1 (PRE-RELEASE) resource 0: CPU (x86_64)
    with instance flags:  PRECISION_DOUBLE COMPUTATION_SYNCH EIGEN_REAL SCALING_MANUAL SCALERS_RAW VECTOR_SSE THREADING_NONE PROCESSOR_CPU FRAMEWORK_CPU
===============================================================================
Citations for this model:

Bouckaert, Remco, Timothy G. Vaughan, Joëlle Barido-Sottani, Sebastián Duchêne, Mathieu Fourment, 
Alexandra Gavryushkina, Joseph Heled, Graham Jones, Denise Kühnert, Nicola De Maio, Michael Matschiner, 
Fábio K. Mendes, Nicola F. Müller, Huw A. Ogilvie, Louis du Plessis, Alex Popinga, Andrew Rambaut, 
David Rasmussen, Igor Siveroni, Marc A. Suchard, Chieh-Hsi Wu, Dong Xie, Chi Zhang, Tanja Stadler, 
Alexei J. Drummond 
  BEAST 2.5: An advanced software platform for Bayesian evolutionary analysis. 
  PLoS computational biology 15, no. 4 (2019): e1006650.

Hasegawa M, Kishino H, Yano T (1985) Dating the human-ape splitting by a
  molecular clock of mitochondrial DNA. Journal of Molecular Evolution
  22:160-174.

===============================================================================
Start likelihood: -45246.348380832154 
Writing file Local_Example_Generic_no_initial_tree/2026-04-15_10-49-04/beast_outputs/run-with-seed-473831-BEAST.log
Writing file Local_Example_Generic_no_initial_tree/2026-04-15_10-49-04/beast_outputs/run-with-seed-473831-BEAST.trees
         Sample      posterior     likelihood          prior
         510000    -24779.7260    -24694.8291       -84.8968 1m19s/Msamples
         520000    -24770.9779    -24696.6317       -74.3461 1m19s/Msamples
         530000    -24761.0232    -24694.6621       -66.3611 1m19s/Msamples
         540000    -24775.5150    -24700.5482       -74.9668 1m19s/Msamples
         550000    -24756.1235    -24692.4944       -63.6290 1m19s/Msamples
         560000    -24767.1019    -24698.7934       -68.3084 1m19s/Msamples
         570000    -24771.9478    -24698.5977       -73.3501 1m19s/Msamples
         580000    -24779.8940    -24698.9826       -80.9114 1m20s/Msamples
         590000    -24766.9927    -24695.1000       -71.8927 1m20s/Msamples
         600000    -24749.6938    -24697.0299       -52.6639 1m20s/Msamples
         610000    -24745.8554    -24702.1370       -43.7183 1m19s/Msamples
         620000    -24751.7269    -24699.3623       -52.3645 1m20s/Msamples
         630000    -24772.8036    -24704.4990       -68.3045 1m20s/Msamples
         640000    -24776.7225    -24697.3262       -79.3962 1m20s/Msamples
         650000    -24787.8163    -24700.3567       -87.4595 1m20s/Msamples
         660000    -24805.9885    -24700.9876      -105.0008 1m20s/Msamples
         670000    -24794.3061    -24704.5562       -89.7499 1m20s/Msamples
         680000    -24782.1159    -24703.5261       -78.5897 1m20s/Msamples
         690000    -24789.3685    -24708.2823       -81.0862 1m20s/Msamples
         700000    -24780.9555    -24701.0440       -79.9114 1m20s/Msamples
         710000    -24764.3370    -24698.5709       -65.7660 1m20s/Msamples
         720000    -24778.7522    -24694.8561       -83.8961 1m19s/Msamples
         730000    -24785.1500    -24704.9829       -80.1670 1m19s/Msamples
         740000    -24793.4518    -24710.5128       -82.9389 1m20s/Msamples
         750000    -24783.6071    -24694.2334       -89.3736 1m20s/Msamples
         760000    -24777.0734    -24696.5909       -80.4825 1m20s/Msamples
         770000    -24765.0119    -24694.6224       -70.3895 1m20s/Msamples
         780000    -24780.0109    -24700.5941       -79.4168 1m20s/Msamples
         790000    -24784.2640    -24699.3403       -84.9236 1m19s/Msamples
         800000    -24775.3156    -24690.9699       -84.3457 1m19s/Msamples
         810000    -24774.6694    -24692.7234       -81.9460 1m20s/Msamples
         820000    -24783.6369    -24697.5685       -86.0684 1m20s/Msamples
         830000    -24782.2659    -24711.7108       -70.5550 1m20s/Msamples
         840000    -24762.1127    -24698.6667       -63.4460 1m20s/Msamples
         850000    -24763.1177    -24696.3602       -66.7574 1m20s/Msamples
         860000    -24782.2366    -24701.4929       -80.7437 1m20s/Msamples
         870000    -24769.3676    -24703.1775       -66.1901 1m20s/Msamples
         880000    -24778.0367    -24698.0897       -79.9470 1m20s/Msamples
         890000    -24791.4986    -24701.1613       -90.3373 1m20s/Msamples
         900000    -24776.4175    -24693.6094       -82.8081 1m20s/Msamples
         910000    -24799.1495    -24709.3843       -89.7651 1m20s/Msamples
         920000    -24781.6002    -24700.5123       -81.0879 1m20s/Msamples
         930000    -24791.9726    -24687.3693      -104.6033 1m20s/Msamples
         940000    -24795.6983    -24701.6830       -94.0153 1m20s/Msamples
         950000    -24791.2387    -24697.6930       -93.5457 1m20s/Msamples
         960000    -24778.5060    -24705.3850       -73.1210 1m20s/Msamples
         970000    -24766.5568    -24696.9206       -69.6362 1m20s/Msamples
         980000    -24764.7187    -24699.8928       -64.8258 1m20s/Msamples
         990000    -24748.3665    -24696.8820       -51.4844 1m20s/Msamples
        1000000    -24762.8690    -24701.3202       -61.5488 1m20s/Msamples
        1010000    -24755.5367    -24698.3639       -57.1728 1m20s/Msamples
        1020000    -24769.6170    -24698.5053       -71.1116 1m20s/Msamples
        1030000    -24758.1422    -24694.4983       -63.6439 1m20s/Msamples
        1040000    -24766.7699    -24697.7969       -68.9729 1m20s/Msamples
        1050000    -24777.7410    -24693.1212       -84.6197 1m20s/Msamples
        1060000    -24798.5683    -24693.8694      -104.6988 1m20s/Msamples
        1070000    -24782.5778    -24698.6687       -83.9090 1m20s/Msamples
        1080000    -24764.4176    -24694.1840       -70.2335 1m20s/Msamples
        1090000    -24769.4420    -24696.0472       -73.3948 1m20s/Msamples
        1100000    -24766.1983    -24695.8385       -70.3598 1m20s/Msamples
        1110000    -24771.3147    -24691.4720       -79.8426 1m20s/Msamples
        1120000    -24761.4236    -24692.4769       -68.9466 1m20s/Msamples
        1130000    -24772.5492    -24700.8202       -71.7290 1m20s/Msamples
        1140000    -24768.7914    -24703.7611       -65.0303 1m20s/Msamples
        1150000    -24760.5786    -24692.5796       -67.9990 1m20s/Msamples
        1160000    -24740.2852    -24699.6717       -40.6134 1m20s/Msamples
        1170000    -24759.3704    -24699.5471       -59.8232 1m20s/Msamples
        1180000    -24752.4702    -24701.5027       -50.9674 1m20s/Msamples
        1190000    -24742.1976    -24698.6684       -43.5292 1m20s/Msamples
        1200000    -24765.7309    -24704.1521       -61.5788 1m20s/Msamples
        1210000    -24767.8614    -24699.6508       -68.2105 1m20s/Msamples
        1220000    -24784.8847    -24699.6896       -85.1951 1m20s/Msamples
        1230000    -24786.9147    -24695.5891       -91.3255 1m20s/Msamples
        1240000    -24792.0016    -24703.4541       -88.5474 1m20s/Msamples
        1250000    -24772.9500    -24699.1878       -73.7622 1m20s/Msamples
        1260000    -24758.4692    -24704.3567       -54.1125 1m20s/Msamples
        1270000    -24749.6268    -24711.0978       -38.5290 1m20s/Msamples
        1280000    -24758.0687    -24707.0976       -50.9710 1m20s/Msamples
        1290000    -24768.0451    -24698.5353       -69.5097 1m20s/Msamples
        1300000    -24779.1732    -24709.1996       -69.9735 1m20s/Msamples
        1310000    -24776.1682    -24705.9100       -70.2581 1m20s/Msamples
        1320000    -24766.2357    -24695.4209       -70.8147 1m20s/Msamples
        1330000    -24764.3174    -24698.1766       -66.1407 1m21s/Msamples
        1340000    -24762.8545    -24696.1527       -66.7017 1m21s/Msamples
        1350000    -24765.7454    -24697.7948       -67.9505 1m21s/Msamples
        1360000    -24778.9798    -24697.8590       -81.1207 1m21s/Msamples
        1370000    -24762.1506    -24693.1412       -69.0093 1m21s/Msamples
        1380000    -24763.0223    -24704.0103       -59.0120 1m21s/Msamples
        1390000    -24738.6080    -24690.0970       -48.5109 1m21s/Msamples
        1400000    -24744.4856    -24696.1768       -48.3088 1m21s/Msamples
        1410000    -24752.4909    -24693.3617       -59.1292 1m21s/Msamples
        1420000    -24766.2925    -24695.7196       -70.5728 1m21s/Msamples
        1430000    -24780.0763    -24696.1060       -83.9702 1m21s/Msamples
        1440000    -24744.1532    -24692.7060       -51.4471 1m21s/Msamples
        1450000    -24768.9849    -24697.6631       -71.3218 1m21s/Msamples
        1460000    -24783.5511    -24700.2913       -83.2598 1m21s/Msamples
        1470000    -24769.6730    -24695.2721       -74.4009 1m21s/Msamples
        1480000    -24763.8419    -24696.3204       -67.5214 1m21s/Msamples
        1490000    -24757.5769    -24701.8495       -55.7274 1m21s/Msamples
        1500000    -24757.4821    -24699.2812       -58.2008 1m21s/Msamples
        1510000    -24758.9144    -24702.6005       -56.3139 1m21s/Msamples
        1520000    -24742.1861    -24695.5078       -46.6783 1m21s/Msamples
        1530000    -24761.6770    -24702.2558       -59.4212 1m21s/Msamples
        1540000    -24775.1707    -24693.2379       -81.9327 1m21s/Msamples
        1550000    -24768.6494    -24700.6253       -68.0240 1m21s/Msamples
        1560000    -24759.6382    -24702.2679       -57.3703 1m21s/Msamples
        1570000    -24770.2004    -24700.3938       -69.8065 1m21s/Msamples
        1580000    -24754.5608    -24706.1520       -48.4087 1m21s/Msamples
        1590000    -24757.6049    -24698.4997       -59.1052 1m20s/Msamples
        1600000    -24778.2791    -24695.3310       -82.9481 1m20s/Msamples
        1610000    -24745.7798    -24693.0191       -52.7606 1m20s/Msamples
        1620000    -24765.0731    -24691.1840       -73.8890 1m20s/Msamples
        1630000    -24783.8394    -24696.1288       -87.7105 1m20s/Msamples
        1640000    -24755.0081    -24699.8912       -55.1168 1m20s/Msamples
        1650000    -24749.2617    -24701.2498       -48.0118 1m20s/Msamples
        1660000    -24746.9689    -24695.5879       -51.3810 1m20s/Msamples
        1670000    -24745.6392    -24693.5809       -52.0582 1m20s/Msamples
        1680000    -24768.6495    -24704.9337       -63.7158 1m20s/Msamples
        1690000    -24749.6844    -24695.0130       -54.6713 1m20s/Msamples
        1700000    -24757.8030    -24701.7610       -56.0420 1m20s/Msamples
        1710000    -24757.7167    -24709.3964       -48.3203 1m20s/Msamples
        1720000    -24744.5749    -24699.0687       -45.5062 1m20s/Msamples
        1730000    -24759.2902    -24704.2436       -55.0466 1m20s/Msamples
        1740000    -24733.7256    -24696.3707       -37.3549 1m20s/Msamples
        1750000    -24745.3242    -24705.8553       -39.4688 1m20s/Msamples
        1760000    -24743.9906    -24699.2920       -44.6986 1m20s/Msamples
        1770000    -24749.5107    -24695.6014       -53.9093 1m20s/Msamples
        1780000    -24761.3513    -24703.8924       -57.4588 1m21s/Msamples
        1790000    -24745.4563    -24698.7482       -46.7081 1m21s/Msamples
        1800000    -24751.9154    -24698.3881       -53.5272 1m21s/Msamples
        1810000    -24759.4405    -24695.9461       -63.4944 1m21s/Msamples
        1820000    -24756.8386    -24694.2221       -62.6164 1m21s/Msamples
        1830000    -24749.8162    -24705.9614       -43.8548 1m21s/Msamples
        1840000    -24745.2910    -24697.5052       -47.7857 1m21s/Msamples
        1850000    -24756.5641    -24702.2985       -54.2655 1m21s/Msamples
        1860000    -24757.5748    -24707.3564       -50.2184 1m21s/Msamples
        1870000    -24777.2659    -24699.3360       -77.9299 1m21s/Msamples
        1880000    -24767.7822    -24693.0883       -74.6939 1m21s/Msamples
        1890000    -24764.1088    -24690.5231       -73.5856 1m20s/Msamples
        1900000    -24777.8072    -24689.7465       -88.0607 1m20s/Msamples
        1910000    -24790.5517    -24696.8099       -93.7417 1m20s/Msamples
        1920000    -24760.7427    -24690.0292       -70.7135 1m20s/Msamples
        1930000    -24786.9558    -24702.8923       -84.0634 1m20s/Msamples
        1940000    -24780.8002    -24698.4666       -82.3335 1m20s/Msamples
        1950000    -24784.6097    -24704.8987       -79.7109 1m21s/Msamples
        1960000    -24746.8326    -24702.9763       -43.8563 1m21s/Msamples
        1970000    -24763.0448    -24702.7347       -60.3100 1m21s/Msamples
        1980000    -24773.1290    -24694.8245       -78.3045 1m20s/Msamples
        1990000    -24771.1376    -24696.2699       -74.8677 1m21s/Msamples
        2000000    -24803.0270    -24700.0888      -102.9381 1m21s/Msamples
        2010000    -24781.1205    -24702.8432       -78.2773 1m21s/Msamples
        2020000    -24773.0251    -24699.2970       -73.7280 1m21s/Msamples
        2030000    -24751.2989    -24699.7474       -51.5515 1m21s/Msamples
        2040000    -24752.5161    -24705.2039       -47.3121 1m21s/Msamples
        2050000    -24757.0273    -24708.6123       -48.4149 1m21s/Msamples
        2060000    -24765.0171    -24704.8535       -60.1636 1m21s/Msamples
        2070000    -24767.3685    -24695.8850       -71.4835 1m21s/Msamples
        2080000    -24769.9322    -24703.8467       -66.0855 1m21s/Msamples
        2090000    -24757.3125    -24699.0999       -58.2126 1m21s/Msamples
        2100000    -24745.6150    -24700.7559       -44.8590 1m21s/Msamples
        2110000    -24743.5156    -24697.0028       -46.5128 1m21s/Msamples
        2120000    -24753.1947    -24698.0159       -55.1787 1m21s/Msamples
        2130000    -24766.1213    -24704.7146       -61.4067 1m21s/Msamples
        2140000    -24754.1185    -24692.9332       -61.1853 1m21s/Msamples
        2150000    -24753.3538    -24694.6888       -58.6649 1m21s/Msamples
        2160000    -24741.6573    -24693.9735       -47.6837 1m21s/Msamples
        2170000    -24755.9168    -24705.7285       -50.1882 1m21s/Msamples
        2180000    -24742.1992    -24699.4167       -42.7825 1m21s/Msamples
        2190000    -24748.6559    -24696.5143       -52.1416 1m21s/Msamples
        2200000    -24753.1400    -24695.0022       -58.1378 1m21s/Msamples
        2210000    -24773.6639    -24697.7688       -75.8951 1m21s/Msamples
        2220000    -24778.8965    -24696.2480       -82.6485 1m21s/Msamples
        2230000    -24759.8591    -24691.9742       -67.8849 1m21s/Msamples
        2240000    -24763.8673    -24699.1777       -64.6895 1m21s/Msamples
        2250000    -24750.7245    -24698.5060       -52.2185 1m21s/Msamples
        2260000    -24770.7579    -24696.2040       -74.5539 1m21s/Msamples
        2270000    -24766.6965    -24702.7000       -63.9964 1m21s/Msamples
        2280000    -24779.0499    -24696.8371       -82.2128 1m21s/Msamples
        2290000    -24778.1870    -24692.5442       -85.6427 1m21s/Msamples
        2300000    -24772.1073    -24690.1018       -82.0054 1m21s/Msamples
        2310000    -24774.9905    -24694.6253       -80.3652 1m21s/Msamples
        2320000    -24766.2476    -24694.9076       -71.3399 1m21s/Msamples
        2330000    -24756.4320    -24690.9114       -65.5206 1m21s/Msamples
        2340000    -24767.3475    -24705.8044       -61.5430 1m21s/Msamples
        2350000    -24769.3084    -24695.3894       -73.9190 1m21s/Msamples
        2360000    -24748.1023    -24694.6144       -53.4879 1m21s/Msamples
        2370000    -24760.3335    -24695.8942       -64.4392 1m21s/Msamples
        2380000    -24745.2259    -24696.5989       -48.6269 1m21s/Msamples
        2390000    -24760.3606    -24700.6406       -59.7200 1m21s/Msamples
        2400000    -24747.5719    -24696.0398       -51.5321 1m21s/Msamples
        2410000    -24741.5672    -24694.1688       -47.3984 1m21s/Msamples
        2420000    -24745.2514    -24690.4258       -54.8256 1m21s/Msamples
        2430000    -24761.0098    -24706.3990       -54.6108 1m21s/Msamples
        2440000    -24749.0728    -24706.4161       -42.6567 1m21s/Msamples
        2450000    -24750.2831    -24689.2822       -61.0008 1m21s/Msamples
        2460000    -24756.3731    -24694.4497       -61.9233 1m21s/Msamples
        2470000    -24757.6853    -24695.1873       -62.4979 1m21s/Msamples
        2480000    -24758.9970    -24698.3812       -60.6158 1m21s/Msamples
        2490000    -24772.0527    -24700.1076       -71.9450 1m21s/Msamples
        2500000    -24755.1171    -24688.6562       -66.4608 1m21s/Msamples
        2510000    -24757.7249    -24691.2438       -66.4810 1m21s/Msamples
        2520000    -24750.8178    -24702.8447       -47.9730 1m21s/Msamples
        2530000    -24754.5148    -24691.0769       -63.4379 1m21s/Msamples
        2540000    -24770.1865    -24698.8651       -71.3214 1m21s/Msamples
        2550000    -24756.8972    -24695.8615       -61.0356 1m21s/Msamples
        2560000    -24778.1604    -24697.0847       -81.0756 1m21s/Msamples
        2570000    -24770.5927    -24698.4206       -72.1721 1m21s/Msamples
        2580000    -24764.4953    -24699.3102       -65.1851 1m21s/Msamples
        2590000    -24768.3031    -24700.8582       -67.4449 1m21s/Msamples
        2600000    -24791.0916    -24711.2958       -79.7958 1m21s/Msamples
        2610000    -24761.8646    -24698.2455       -63.6190 1m21s/Msamples
        2620000    -24755.4485    -24697.9881       -57.4604 1m21s/Msamples
        2630000    -24761.8437    -24700.6798       -61.1638 1m21s/Msamples
        2640000    -24757.6173    -24698.9172       -58.7001 1m21s/Msamples
        2650000    -24738.1821    -24692.0897       -46.0924 1m21s/Msamples
        2660000    -24759.8345    -24702.9243       -56.9102 1m21s/Msamples
        2670000    -24774.9613    -24693.7214       -81.2398 1m21s/Msamples
        2680000    -24791.0294    -24699.3644       -91.6650 1m21s/Msamples
        2690000    -24787.2442    -24702.5362       -84.7080 1m21s/Msamples
        2700000    -24763.0804    -24689.5291       -73.5513 1m21s/Msamples
        2710000    -24774.5023    -24688.5983       -85.9039 1m21s/Msamples
        2720000    -24769.5657    -24698.0713       -71.4943 1m21s/Msamples
        2730000    -24772.9668    -24705.9394       -67.0273 1m21s/Msamples
        2740000    -24778.8750    -24711.9923       -66.8827 1m21s/Msamples
        2750000    -24760.5583    -24704.0146       -56.5437 1m21s/Msamples
        2760000    -24747.5014    -24704.1138       -43.3875 1m21s/Msamples
        2770000    -24757.4386    -24703.4886       -53.9500 1m21s/Msamples
        2780000    -24750.3577    -24696.2653       -54.0923 1m21s/Msamples
        2790000    -24755.8411    -24690.8654       -64.9757 1m21s/Msamples
        2800000    -24758.8298    -24696.1486       -62.6812 1m21s/Msamples
        2810000    -24766.0168    -24703.4039       -62.6128 1m21s/Msamples
        2820000    -24751.5105    -24693.2861       -58.2243 1m21s/Msamples
        2830000    -24754.0599    -24702.9720       -51.0878 1m21s/Msamples
        2840000    -24782.9613    -24704.4221       -78.5392 1m21s/Msamples
        2850000    -24766.8719    -24695.3320       -71.5399 1m21s/Msamples
        2860000    -24769.8680    -24697.8814       -71.9865 1m21s/Msamples
        2870000    -24777.4669    -24696.2257       -81.2411 1m21s/Msamples
        2880000    -24767.0543    -24696.0812       -70.9730 1m21s/Msamples
        2890000    -24777.0910    -24695.5204       -81.5706 1m21s/Msamples
        2900000    -24758.2624    -24699.7536       -58.5087 1m21s/Msamples
        2910000    -24763.8889    -24697.5339       -66.3550 1m21s/Msamples
        2920000    -24774.4739    -24699.8025       -74.6713 1m21s/Msamples
        2930000    -24765.4096    -24698.2278       -67.1818 1m21s/Msamples
        2940000    -24765.4128    -24708.0582       -57.3545 1m21s/Msamples
        2950000    -24785.4219    -24701.6194       -83.8024 1m21s/Msamples
        2960000    -24772.9822    -24700.3697       -72.6125 1m21s/Msamples
        2970000    -24776.0547    -24699.5029       -76.5517 1m21s/Msamples
        2980000    -24796.5527    -24708.6478       -87.9048 1m21s/Msamples
        2990000    -24788.1026    -24702.9548       -85.1477 1m21s/Msamples
        3000000    -24786.3896    -24686.8890       -99.5005 1m21s/Msamples
        3010000    -24786.8750    -24698.6196       -88.2554 1m21s/Msamples
        3020000    -24802.6873    -24702.9504       -99.7369 1m21s/Msamples
        3030000    -24791.3117    -24704.5281       -86.7836 1m21s/Msamples
        3040000    -24769.5287    -24697.0322       -72.4964 1m21s/Msamples
        3050000    -24764.4918    -24693.7726       -70.7192 1m21s/Msamples
