
                        BEAST v2.6.7, 2002-2022
             Bayesian Evolutionary Analysis Sampling Trees
                       Designed and developed by
 Remco Bouckaert, Alexei J. Drummond, Andrew Rambaut & Marc A. Suchard
                                    
                   Centre for Computational Evolution
                         University of Auckland
                       r.bouckaert@auckland.ac.nz
                        alexei@cs.auckland.ac.nz
                                    
                   Institute of Evolutionary Biology
                        University of Edinburgh
                           a.rambaut@ed.ac.uk
                                    
                    David Geffen School of Medicine
                 University of California, Los Angeles
                           msuchard@ucla.edu
                                    
                      Downloads, Help & Resources:
                           http://beast2.org/
                                    
  Source code distributed under the GNU Lesser General Public License:
                   http://github.com/CompEvol/beast2
                                    
                           BEAST developers:
   Alex Alekseyenko, Trevor Bedford, Erik Bloomquist, Joseph Heled, 
 Sebastian Hoehna, Denise Kuehnert, Philippe Lemey, Wai Lok Sibon Li, 
Gerton Lunter, Sidney Markowitz, Vladimir Minin, Michael Defoin Platel, 
          Oliver Pybus, Tim Vaughan, Chieh-Hsi Wu, Walter Xie
                                    
                               Thanks to:
          Roald Forsberg, Beth Shapiro and Korbinian Strimmer

Writing state to file Local_Example_Generic_no_initial_tree/2026-04-15_10-49-04/beast_outputs/run-with-seed-77351.state
Random number seed: 77351

Alignment(2023-03-01 56 WGS D8)
  52 taxa
  15894 sites
  166 patterns

PP_004FFJG.1 = 2024.1010928961748 (0.685678506375325)
PP_004FFKE.1 = 2024.1120218579235 (0.674749544626593)
PP_004FFLC.1 = 2024.122950819672 (0.6638205828780883)
PP_004FFMA.1 = 2024.1584699453551 (0.6283014571949934)
PP_004FFN8.1 = 2024.1612021857923 (0.6255692167578673)
PP_004FFP6.1 = 2024.1803278688524 (0.6064435336977567)
PP_004FFQ4.1 = 2024.1911429872496 (0.5956284153005527)
PP_004FFR2.1 = 2024.1911429872496 (0.5956284153005527)
PP_004FFS0.1 = 2024.1966074681238 (0.5901639344263003)
PP_004FFTY.1 = 2024.2239298724955 (0.5628415300545839)
42 more...
  Using BEAGLE version: 4.0.1 (PRE-RELEASE) resource 0: CPU (x86_64)
    with instance flags:  PRECISION_DOUBLE COMPUTATION_SYNCH EIGEN_REAL SCALING_MANUAL SCALERS_RAW VECTOR_SSE THREADING_NONE PROCESSOR_CPU FRAMEWORK_CPU
===============================================================================
Citations for this model:

Bouckaert, Remco, Timothy G. Vaughan, Joëlle Barido-Sottani, Sebastián Duchêne, Mathieu Fourment, 
Alexandra Gavryushkina, Joseph Heled, Graham Jones, Denise Kühnert, Nicola De Maio, Michael Matschiner, 
Fábio K. Mendes, Nicola F. Müller, Huw A. Ogilvie, Louis du Plessis, Alex Popinga, Andrew Rambaut, 
David Rasmussen, Igor Siveroni, Marc A. Suchard, Chieh-Hsi Wu, Dong Xie, Chi Zhang, Tanja Stadler, 
Alexei J. Drummond 
  BEAST 2.5: An advanced software platform for Bayesian evolutionary analysis. 
  PLoS computational biology 15, no. 4 (2019): e1006650.

Hasegawa M, Kishino H, Yano T (1985) Dating the human-ape splitting by a
  molecular clock of mitochondrial DNA. Journal of Molecular Evolution
  22:160-174.

===============================================================================
Start likelihood: -46177.73570141175 
Writing file Local_Example_Generic_no_initial_tree/2026-04-15_10-49-04/beast_outputs/run-with-seed-77351-BEAST.log
Writing file Local_Example_Generic_no_initial_tree/2026-04-15_10-49-04/beast_outputs/run-with-seed-77351-BEAST.trees
         Sample      posterior     likelihood          prior
         510000    -24779.8509    -24694.4230       -85.4278 1m20s/Msamples
         520000    -24774.5061    -24696.6182       -77.8878 1m20s/Msamples
         530000    -24778.6233    -24696.9933       -81.6299 1m20s/Msamples
         540000    -24769.8923    -24696.0168       -73.8755 1m20s/Msamples
         550000    -24769.6761    -24695.1792       -74.4969 1m20s/Msamples
         560000    -24790.6262    -24707.9181       -82.7081 1m20s/Msamples
         570000    -24778.3313    -24690.7136       -87.6177 1m20s/Msamples
         580000    -24763.4761    -24696.8434       -66.6326 1m20s/Msamples
         590000    -24788.0695    -24708.0799       -79.9896 1m20s/Msamples
         600000    -24776.7673    -24693.9548       -82.8124 1m20s/Msamples
         610000    -24778.4185    -24701.6147       -76.8038 1m20s/Msamples
         620000    -24763.5795    -24696.0165       -67.5630 1m20s/Msamples
         630000    -24757.6428    -24705.0116       -52.6311 1m20s/Msamples
         640000    -24758.8301    -24695.8330       -62.9970 1m20s/Msamples
         650000    -24763.5073    -24697.0830       -66.4242 1m20s/Msamples
         660000    -24750.2701    -24698.6140       -51.6560 1m19s/Msamples
         670000    -24747.3548    -24695.8122       -51.5425 1m19s/Msamples
         680000    -24754.4587    -24696.6787       -57.7799 1m19s/Msamples
         690000    -24769.0411    -24708.7217       -60.3194 1m19s/Msamples
         700000    -24761.2788    -24698.0722       -63.2066 1m19s/Msamples
         710000    -24750.0968    -24699.9862       -50.1106 1m19s/Msamples
         720000    -24758.0165    -24700.5564       -57.4601 1m19s/Msamples
         730000    -24753.2224    -24696.3825       -56.8398 1m19s/Msamples
         740000    -24759.1361    -24697.2288       -61.9072 1m19s/Msamples
         750000    -24762.5908    -24698.2674       -64.3234 1m19s/Msamples
         760000    -24755.3166    -24704.5328       -50.7838 1m19s/Msamples
         770000    -24772.1862    -24700.8117       -71.3745 1m19s/Msamples
         780000    -24763.5278    -24702.0878       -61.4399 1m19s/Msamples
         790000    -24761.0587    -24703.6440       -57.4147 1m19s/Msamples
         800000    -24753.0666    -24695.4037       -57.6628 1m19s/Msamples
         810000    -24759.2771    -24699.8584       -59.4187 1m19s/Msamples
         820000    -24759.4041    -24702.1803       -57.2238 1m19s/Msamples
         830000    -24774.4222    -24704.4287       -69.9935 1m19s/Msamples
         840000    -24782.4068    -24700.7908       -81.6159 1m19s/Msamples
         850000    -24775.7634    -24705.9126       -69.8507 1m19s/Msamples
         860000    -24781.3756    -24698.2799       -83.0956 1m19s/Msamples
         870000    -24777.2536    -24696.1253       -81.1282 1m19s/Msamples
         880000    -24780.5206    -24703.6039       -76.9166 1m19s/Msamples
         890000    -24773.9986    -24697.8073       -76.1913 1m19s/Msamples
         900000    -24757.5332    -24694.3218       -63.2114 1m19s/Msamples
         910000    -24776.8017    -24698.0843       -78.7174 1m19s/Msamples
         920000    -24789.3764    -24700.1745       -89.2018 1m20s/Msamples
         930000    -24782.1800    -24693.0250       -89.1550 1m20s/Msamples
         940000    -24771.2840    -24698.5023       -72.7817 1m20s/Msamples
         950000    -24778.4485    -24701.2895       -77.1590 1m20s/Msamples
         960000    -24752.9374    -24699.2944       -53.6430 1m20s/Msamples
         970000    -24744.5092    -24700.0949       -44.4143 1m20s/Msamples
         980000    -24748.6211    -24698.6612       -49.9599 1m20s/Msamples
         990000    -24749.4492    -24700.1451       -49.3040 1m20s/Msamples
        1000000    -24744.7865    -24698.9668       -45.8196 1m20s/Msamples
        1010000    -24755.4149    -24700.8614       -54.5534 1m20s/Msamples
        1020000    -24752.9248    -24695.9425       -56.9823 1m20s/Msamples
        1030000    -24762.2864    -24694.6032       -67.6831 1m20s/Msamples
        1040000    -24754.0695    -24692.0118       -62.0576 1m20s/Msamples
        1050000    -24763.5167    -24697.2092       -66.3074 1m20s/Msamples
        1060000    -24766.2820    -24706.6054       -59.6765 1m20s/Msamples
        1070000    -24752.7121    -24695.9376       -56.7745 1m20s/Msamples
        1080000    -24756.5697    -24697.4858       -59.0839 1m20s/Msamples
        1090000    -24752.4194    -24697.0206       -55.3987 1m20s/Msamples
        1100000    -24757.1811    -24698.5717       -58.6094 1m20s/Msamples
        1110000    -24764.1093    -24697.9492       -66.1600 1m20s/Msamples
        1120000    -24765.0283    -24706.8555       -58.1728 1m20s/Msamples
        1130000    -24750.3240    -24695.8535       -54.4705 1m20s/Msamples
        1140000    -24762.6040    -24688.7544       -73.8495 1m20s/Msamples
        1150000    -24769.6598    -24703.2292       -66.4305 1m20s/Msamples
        1160000    -24753.3085    -24697.2757       -56.0328 1m20s/Msamples
        1170000    -24745.9047    -24694.3893       -51.5153 1m20s/Msamples
        1180000    -24757.9257    -24702.0154       -55.9103 1m20s/Msamples
        1190000    -24736.7753    -24687.6845       -49.0907 1m20s/Msamples
        1200000    -24740.4892    -24694.6015       -45.8876 1m20s/Msamples
        1210000    -24734.1875    -24691.7478       -42.4396 1m20s/Msamples
        1220000    -24754.0854    -24708.5959       -45.4895 1m20s/Msamples
        1230000    -24751.7628    -24701.6990       -50.0637 1m20s/Msamples
        1240000    -24754.4921    -24702.5084       -51.9837 1m20s/Msamples
        1250000    -24752.8914    -24698.5243       -54.3670 1m20s/Msamples
        1260000    -24755.6412    -24696.7156       -58.9256 1m20s/Msamples
        1270000    -24768.1033    -24698.6925       -69.4107 1m20s/Msamples
        1280000    -24750.4369    -24700.0821       -50.3548 1m20s/Msamples
        1290000    -24773.7151    -24695.2387       -78.4764 1m20s/Msamples
        1300000    -24767.4884    -24718.4891       -48.9992 1m20s/Msamples
        1310000    -24775.8671    -24706.6514       -69.2156 1m20s/Msamples
        1320000    -24747.5975    -24701.7609       -45.8365 1m20s/Msamples
        1330000    -24746.9186    -24699.5946       -47.3240 1m20s/Msamples
        1340000    -24762.2236    -24697.8421       -64.3814 1m20s/Msamples
        1350000    -24780.0081    -24693.7877       -86.2203 1m20s/Msamples
        1360000    -24757.8013    -24695.1726       -62.6287 1m20s/Msamples
        1370000    -24763.9188    -24695.7488       -68.1700 1m20s/Msamples
        1380000    -24776.8302    -24711.2815       -65.5487 1m20s/Msamples
        1390000    -24763.2614    -24700.5754       -62.6860 1m20s/Msamples
        1400000    -24776.3124    -24699.8236       -76.4888 1m20s/Msamples
        1410000    -24765.0925    -24698.5684       -66.5241 1m20s/Msamples
        1420000    -24769.4724    -24689.8143       -79.6581 1m20s/Msamples
        1430000    -24795.6817    -24698.4408       -97.2409 1m20s/Msamples
        1440000    -24779.5004    -24695.7819       -83.7185 1m20s/Msamples
        1450000    -24778.3992    -24700.3923       -78.0068 1m20s/Msamples
        1460000    -24768.5476    -24706.7121       -61.8354 1m20s/Msamples
        1470000    -24765.6299    -24704.1524       -61.4775 1m20s/Msamples
        1480000    -24774.7745    -24697.0633       -77.7112 1m20s/Msamples
        1490000    -24772.8164    -24712.9550       -59.8614 1m20s/Msamples
        1500000    -24754.0771    -24693.0390       -61.0380 1m20s/Msamples
        1510000    -24758.5446    -24691.8730       -66.6715 1m20s/Msamples
        1520000    -24771.0674    -24700.4452       -70.6222 1m20s/Msamples
        1530000    -24778.2294    -24699.1347       -79.0946 1m20s/Msamples
        1540000    -24774.9624    -24698.7366       -76.2257 1m20s/Msamples
        1550000    -24757.3300    -24686.1796       -71.1503 1m20s/Msamples
        1560000    -24765.5297    -24698.9796       -66.5501 1m20s/Msamples
        1570000    -24798.3344    -24704.4568       -93.8776 1m20s/Msamples
        1580000    -24783.8548    -24694.1501       -89.7046 1m20s/Msamples
        1590000    -24759.3297    -24694.3328       -64.9968 1m20s/Msamples
        1600000    -24747.5038    -24698.2744       -49.2294 1m20s/Msamples
        1610000    -24754.4404    -24696.2497       -58.1906 1m20s/Msamples
        1620000    -24770.4479    -24698.9189       -71.5289 1m20s/Msamples
        1630000    -24773.0906    -24699.4451       -73.6455 1m20s/Msamples
        1640000    -24761.4499    -24709.0080       -52.4419 1m20s/Msamples
        1650000    -24756.6635    -24696.0431       -60.6204 1m20s/Msamples
        1660000    -24758.2360    -24695.8997       -62.3363 1m20s/Msamples
        1670000    -24764.8878    -24693.7491       -71.1387 1m20s/Msamples
        1680000    -24771.2006    -24703.1749       -68.0256 1m20s/Msamples
        1690000    -24767.2334    -24693.0284       -74.2050 1m20s/Msamples
        1700000    -24757.5971    -24691.8433       -65.7537 1m20s/Msamples
        1710000    -24769.5942    -24696.7660       -72.8282 1m20s/Msamples
        1720000    -24763.0820    -24689.4084       -73.6736 1m20s/Msamples
        1730000    -24789.2186    -24706.1567       -83.0619 1m20s/Msamples
        1740000    -24776.2101    -24695.0868       -81.1232 1m20s/Msamples
        1750000    -24759.0241    -24692.5437       -66.4804 1m20s/Msamples
        1760000    -24759.3097    -24698.5913       -60.7183 1m20s/Msamples
        1770000    -24745.3678    -24698.0050       -47.3627 1m20s/Msamples
        1780000    -24755.3878    -24702.4988       -52.8890 1m20s/Msamples
        1790000    -24765.3946    -24696.0584       -69.3361 1m20s/Msamples
        1800000    -24767.8449    -24691.8197       -76.0252 1m20s/Msamples
        1810000    -24749.3987    -24689.3796       -60.0191 1m20s/Msamples
        1820000    -24753.3480    -24704.6219       -48.7261 1m20s/Msamples
        1830000    -24747.0497    -24695.1823       -51.8674 1m20s/Msamples
        1840000    -24764.3499    -24704.0347       -60.3152 1m20s/Msamples
        1850000    -24756.4251    -24690.6933       -65.7317 1m20s/Msamples
        1860000    -24767.8336    -24689.3860       -78.4475 1m20s/Msamples
        1870000    -24787.8534    -24712.0302       -75.8231 1m20s/Msamples
        1880000    -24774.6305    -24694.3694       -80.2611 1m20s/Msamples
        1890000    -24776.2955    -24694.7106       -81.5848 1m20s/Msamples
        1900000    -24776.8580    -24698.2871       -78.5709 1m20s/Msamples
        1910000    -24747.5277    -24701.0703       -46.4573 1m20s/Msamples
        1920000    -24752.0828    -24694.9739       -57.1089 1m20s/Msamples
        1930000    -24769.6030    -24704.7974       -64.8055 1m20s/Msamples
        1940000    -24741.0800    -24704.2379       -36.8420 1m20s/Msamples
        1950000    -24740.6109    -24702.3152       -38.2956 1m20s/Msamples
        1960000    -24759.3544    -24701.1860       -58.1684 1m20s/Msamples
        1970000    -24767.6813    -24695.5052       -72.1761 1m20s/Msamples
        1980000    -24761.5193    -24705.3730       -56.1462 1m20s/Msamples
        1990000    -24789.8007    -24698.3878       -91.4128 1m20s/Msamples
        2000000    -24774.2052    -24692.2182       -81.9870 1m20s/Msamples
        2010000    -24756.7664    -24694.1389       -62.6275 1m20s/Msamples
        2020000    -24771.0780    -24696.7824       -74.2955 1m20s/Msamples
        2030000    -24765.0413    -24695.4174       -69.6238 1m20s/Msamples
        2040000    -24764.5660    -24697.3845       -67.1815 1m20s/Msamples
        2050000    -24774.9042    -24693.2657       -81.6384 1m20s/Msamples
        2060000    -24788.2838    -24704.0289       -84.2549 1m20s/Msamples
        2070000    -24760.3263    -24698.7001       -61.6261 1m20s/Msamples
        2080000    -24769.9569    -24697.1715       -72.7854 1m20s/Msamples
        2090000    -24765.5016    -24703.1498       -62.3518 1m20s/Msamples
        2100000    -24760.4098    -24694.5471       -65.8626 1m20s/Msamples
        2110000    -24755.8531    -24693.2321       -62.6210 1m20s/Msamples
        2120000    -24767.0885    -24695.2099       -71.8786 1m20s/Msamples
        2130000    -24762.0570    -24697.4355       -64.6214 1m20s/Msamples
        2140000    -24749.3249    -24688.0015       -61.3234 1m20s/Msamples
        2150000    -24750.1501    -24696.1091       -54.0409 1m20s/Msamples
        2160000    -24758.7011    -24693.1574       -65.5437 1m20s/Msamples
        2170000    -24757.6228    -24686.8530       -70.7698 1m20s/Msamples
        2180000    -24789.0386    -24703.7198       -85.3188 1m20s/Msamples
        2190000    -24779.5072    -24696.2919       -83.2152 1m20s/Msamples
        2200000    -24772.2321    -24694.2360       -77.9961 1m20s/Msamples
        2210000    -24768.4793    -24699.4444       -69.0349 1m20s/Msamples
        2220000    -24773.6283    -24704.2922       -69.3361 1m20s/Msamples
        2230000    -24775.0951    -24695.6975       -79.3976 1m20s/Msamples
        2240000    -24757.6862    -24697.1145       -60.5716 1m20s/Msamples
        2250000    -24763.8950    -24708.1842       -55.7107 1m20s/Msamples
        2260000    -24773.3535    -24696.1367       -77.2168 1m20s/Msamples
        2270000    -24770.3233    -24697.5976       -72.7256 1m20s/Msamples
        2280000    -24763.1651    -24692.2936       -70.8714 1m20s/Msamples
        2290000    -24761.6090    -24696.7972       -64.8118 1m20s/Msamples
        2300000    -24780.2369    -24703.1617       -77.0751 1m20s/Msamples
        2310000    -24782.1372    -24690.3623       -91.7748 1m20s/Msamples
        2320000    -24785.7869    -24695.5093       -90.2775 1m20s/Msamples
        2330000    -24766.8045    -24688.7702       -78.0343 1m20s/Msamples
        2340000    -24776.5123    -24692.5640       -83.9482 1m20s/Msamples
        2350000    -24772.3462    -24696.5929       -75.7533 1m20s/Msamples
        2360000    -24779.5197    -24700.5815       -78.9381 1m20s/Msamples
        2370000    -24790.1845    -24698.7541       -91.4303 1m20s/Msamples
        2380000    -24756.2992    -24693.5185       -62.7806 1m20s/Msamples
        2390000    -24761.5589    -24701.0907       -60.4682 1m20s/Msamples
        2400000    -24782.2663    -24698.7970       -83.4692 1m20s/Msamples
        2410000    -24773.4330    -24696.2308       -77.2021 1m20s/Msamples
        2420000    -24741.1511    -24694.2912       -46.8599 1m20s/Msamples
        2430000    -24750.3899    -24698.9473       -51.4426 1m20s/Msamples
        2440000    -24746.0688    -24694.3951       -51.6737 1m20s/Msamples
        2450000    -24747.0650    -24695.1720       -51.8930 1m20s/Msamples
        2460000    -24737.0907    -24698.6933       -38.3973 1m20s/Msamples
        2470000    -24755.0277    -24703.6023       -51.4253 1m20s/Msamples
        2480000    -24753.5325    -24707.1440       -46.3884 1m20s/Msamples
        2490000    -24778.6365    -24705.6214       -73.0150 1m20s/Msamples
        2500000    -24760.1794    -24695.3769       -64.8024 1m20s/Msamples
        2510000    -24757.5578    -24696.1761       -61.3816 1m20s/Msamples
        2520000    -24767.4722    -24702.4132       -65.0590 1m20s/Msamples
        2530000    -24776.0771    -24699.6207       -76.4563 1m20s/Msamples
        2540000    -24765.0622    -24696.7902       -68.2720 1m20s/Msamples
        2550000    -24760.3920    -24697.9906       -62.4013 1m20s/Msamples
        2560000    -24737.0419    -24695.3675       -41.6743 1m20s/Msamples
        2570000    -24748.4545    -24700.4924       -47.9621 1m20s/Msamples
        2580000    -24761.9452    -24698.1199       -63.8253 1m20s/Msamples
        2590000    -24776.4081    -24698.4608       -77.9473 1m20s/Msamples
        2600000    -24763.7714    -24702.6602       -61.1111 1m20s/Msamples
        2610000    -24755.0496    -24695.9352       -59.1144 1m20s/Msamples
        2620000    -24757.3610    -24692.5806       -64.7804 1m20s/Msamples
        2630000    -24775.1750    -24703.0305       -72.1444 1m20s/Msamples
        2640000    -24753.1230    -24700.8116       -52.3114 1m20s/Msamples
        2650000    -24769.2611    -24698.7033       -70.5578 1m20s/Msamples
        2660000    -24773.4604    -24701.3500       -72.1103 1m20s/Msamples
        2670000    -24769.7283    -24702.9128       -66.8154 1m20s/Msamples
        2680000    -24788.7844    -24700.8339       -87.9504 1m20s/Msamples
        2690000    -24764.5856    -24693.4784       -71.1071 1m20s/Msamples
        2700000    -24779.6397    -24698.4178       -81.2218 1m20s/Msamples
        2710000    -24769.6987    -24696.8458       -72.8529 1m20s/Msamples
        2720000    -24752.7594    -24714.3642       -38.3951 1m20s/Msamples
        2730000    -24761.7075    -24706.1138       -55.5937 1m20s/Msamples
        2740000    -24760.0772    -24690.0321       -70.0451 1m20s/Msamples
        2750000    -24767.3661    -24692.3092       -75.0569 1m20s/Msamples
        2760000    -24767.0008    -24698.9521       -68.0486 1m20s/Msamples
        2770000    -24784.0874    -24709.0869       -75.0005 1m20s/Msamples
        2780000    -24777.6648    -24703.7559       -73.9089 1m20s/Msamples
        2790000    -24790.9631    -24699.5468       -91.4163 1m20s/Msamples
        2800000    -24774.7654    -24699.9640       -74.8013 1m20s/Msamples
        2810000    -24772.2004    -24693.4503       -78.7501 1m20s/Msamples
        2820000    -24762.8863    -24690.6910       -72.1953 1m20s/Msamples
        2830000    -24786.9513    -24704.7841       -82.1671 1m20s/Msamples
        2840000    -24776.8074    -24708.6955       -68.1118 1m20s/Msamples
        2850000    -24772.1407    -24694.9354       -77.2053 1m20s/Msamples
        2860000    -24781.1940    -24707.6650       -73.5289 1m20s/Msamples
        2870000    -24776.9835    -24694.5909       -82.3926 1m20s/Msamples
        2880000    -24754.2109    -24699.0605       -55.1503 1m20s/Msamples
        2890000    -24779.6315    -24704.4221       -75.2093 1m20s/Msamples
        2900000    -24763.5373    -24697.8775       -65.6598 1m20s/Msamples
        2910000    -24758.2042    -24695.0578       -63.1463 1m20s/Msamples
        2920000    -24765.0410    -24693.1391       -71.9019 1m20s/Msamples
        2930000    -24773.3378    -24709.9273       -63.4104 1m20s/Msamples
        2940000    -24764.1404    -24699.3914       -64.7490 1m20s/Msamples
        2950000    -24770.5007    -24689.2835       -81.2171 1m20s/Msamples
        2960000    -24758.0581    -24696.6715       -61.3866 1m20s/Msamples
        2970000    -24784.0713    -24708.1598       -75.9114 1m20s/Msamples
        2980000    -24779.2088    -24696.5494       -82.6594 1m20s/Msamples
        2990000    -24788.1435    -24696.4214       -91.7220 1m20s/Msamples
        3000000    -24799.3186    -24699.0599      -100.2587 1m20s/Msamples
        3010000    -24780.0054    -24700.5054       -79.4999 1m20s/Msamples
        3020000    -24771.2882    -24688.7087       -82.5794 1m20s/Msamples
        3030000    -24775.4286    -24706.4655       -68.9631 1m20s/Msamples
        3040000    -24747.9005    -24695.0759       -52.8245 1m20s/Msamples
        3050000    -24741.6362    -24701.1066       -40.5296 1m20s/Msamples
